w,p,LL_diff,LL_diff_log
0.14,0.84,0.473921111,-0.324293945
0.15,0.84,0,#NAME?
0.16,0.84,0,#NAME?
0.17,0.84,6.017486713,0.77941514
0.18,0.84,3.788031528,0.578413585
0.19,0.84,3.333719472,0.522929052
0.2,0.84,5.69270624,0.755318774
0.21,0.84,3.588056316,0.554859251
0.22,0.84,1.565816468,0.194740856
0.23,0.84,3.027975773,0.481152396
0.24,0.84,21.12905549,1.324880084
0.25,0.84,9.169214477,0.962332131
0.26,0.84,3.957277872,0.597396547
0.27,0.84,0.550365675,-0.25934866
0.28,0.84,22.52435206,1.352652307
0.29,0.84,0,#NAME?
0.3,0.84,8.228369877,0.915313806
0.31,0.84,1.817028923,0.25936184
0.32,0.84,0,#NAME?
0.33,0.84,0,#NAME?
0.34,0.84,4.944029409,0.694081045
0.35,0.84,0,#NAME?
0.36,0.84,6.036990112,0.780820465
0.37,0.84,0,#NAME?
0.38,0.84,20.46681816,1.311050331
0.39,0.84,50.46603615,1.702999194
0.4,0.84,7.097439426,0.851101695
0.41,0.84,75.90601808,1.88027621
0.42,0.84,40.12594499,1.603425273
0.43,0.84,7.742234389,0.888866315
0.44,0.84,13.32103984,1.124538127
0.45,0.84,6.707673416,0.826571909
0.46,0.84,8.574035555,0.93318528
0.47,0.84,30.88492588,1.489746563
0.48,0.84,17.53177934,1.243825996
0.49,0.84,5.957538145,0.775066832
0.5,0.84,15.67828336,1.195298509
0.51,0.84,81.18787492,1.909491174
0.52,0.84,0,#NAME?
0.53,0.84,28.81740934,1.459654935
0.54,0.84,16.58067325,1.219602161
0.55,0.84,32.10993011,1.50663936
0.56,0.84,1.299357176,0.113728549
0.57,0.84,49.7817837,1.697070453
0.58,0.84,94.67992372,1.976257899
0.59,0.84,129.705278,2.112957649
0.6,0.84,0,#NAME?
0.61,0.84,1.728793489,0.237743118
0.62,0.84,452.1845819,2.65531575
0.63,0.84,56.75897403,1.754034537
0.64,0.84,914.6818436,2.961270058
0.65,0.84,47.99522843,1.681198063
0.66,0.84,152.2753045,2.182629476
0.67,0.84,46.78243574,1.67008283
0.68,0.84,21.50158483,1.332470472
0.69,0.84,62.87083864,1.798449254
0.7,0.84,259.1744457,2.413592178
0.71,0.84,56.6501632,1.753201165
0.72,0.84,70.88976685,1.850583548
0.73,0.84,4.533070233,0.656392448
0.74,0.84,9.477019079,0.976671755
0.75,0.84,0,#NAME?
0.76,0.84,586.5666112,2.768317338
0.77,0.84,13.87796607,1.142325821
0.78,0.84,1114.338938,3.047017306
0.79,0.84,88.05577868,1.944757862
0.8,0.84,73.68293329,1.867366907
0.81,0.84,67.05343963,1.826421061
0.82,0.84,15.75885255,1.197524592
0.83,0.84,119.925617,2.078911961
0.84,0.84,9.77832614,0.990264518
0.85,0.84,80.08761219,1.903565345
0.86,0.84,0,#NAME?
0.87,0.84,413.6912895,2.616676377
0.88,0.84,13823.12188,4.140606137
0.89,0.84,1.781608699,0.250812325
0.9,0.84,35.13786369,1.545775354
0.91,0.84,2253.280576,3.352815273
0.92,0.84,13.80439831,1.140017482
0.93,0.84,5.536597368,0.743242942
0.94,0.84,596.6186675,2.775696838
0.95,0.84,42.08074128,1.624083382
0.96,0.84,0,#NAME?
0.97,0.84,0.691693009,-0.160086614
0.98,0.84,8.407867278,0.924685848
0.99,0.84,29.47788492,1.469496319
1,0.84,222.2097557,2.346763122
0,0.85,0,#NAME?
0.01,0.85,0,#NAME?
0.02,0.85,0,#NAME?
0.03,0.85,0.585256231,-0.232653954
0.04,0.85,0,#NAME?
0.05,0.85,0.859591811,-0.06570773
0.06,0.85,0,#NAME?
0.07,0.85,1.961298221,0.292543634
0.08,0.85,0.391513818,-0.407252905
0.09,0.85,3.48545176,0.542259076
0.1,0.85,2.81815026,0.449964145
0.11,0.85,0,#NAME?
0.12,0.85,0.570228153,-0.243951345
0.13,0.85,5.086656321,0.706432396
0.14,0.85,1.197537008,0.078288943
0.15,0.85,2.67555375,0.42741368
0.16,0.85,3.026419319,0.480929101
0.17,0.85,2.698589895,0.43113689
0.18,0.85,1.315440463,0.119071197
0.19,0.85,0.708696229,-0.149539878
0.2,0.85,0,#NAME?
0.21,0.85,7.006281599,0.845487589
0.22,0.85,19.90704262,1.299006746
0.23,0.85,0,#NAME?
0.24,0.85,1.678331472,0.224877738
0.25,0.85,0,#NAME?
0.26,0.85,5.338817948,0.727445112
0.27,0.85,1.156182046,0.063026221
0.28,0.85,1.03799134,0.01619373
0.29,0.85,17.90206651,1.252903166
0.3,0.85,0,#NAME?
0.31,0.85,8.625435039,0.935781009
0.32,0.85,0,#NAME?
0.33,0.85,1.195320294,0.077484293
0.34,0.85,6.300985292,0.799408466
0.35,0.85,66.61481694,1.823570839
0.36,0.85,11.91535889,1.076107128
0.37,0.85,0.421822314,-0.37487045
0.38,0.85,33.96478139,1.531028824
0.39,0.85,2.700540892,0.431450758
0.4,0.85,14.48837756,1.161019755
0.41,0.85,12.35169196,1.091726452
0.42,0.85,14.4357226,1.159438528
0.43,0.85,0,#NAME?
0.44,0.85,10.78603365,1.032861771
0.45,0.85,0.6046931,-0.218464987
0.46,0.85,21.89996141,1.34044335
0.47,0.85,52.64639849,1.721368667
0.48,0.85,1.811253075,0.257979136
0.49,0.85,45.39751163,1.657032049
0.5,0.85,0,#NAME?
0.51,0.85,5.626534439,0.750240981
0.52,0.85,4.504562504,0.653652617
0.53,0.85,0,#NAME?
0.54,0.85,9.373789335,0.971915189
0.55,0.85,35.06876733,1.544920501
0.56,0.85,0,#NAME?
0.57,0.85,0,#NAME?
0.58,0.85,5.722891449,0.757615508
0.59,0.85,0,#NAME?
0.6,0.85,0,#NAME?
0.61,0.85,32.42378567,1.51086372
0.62,0.85,0,#NAME?
0.63,0.85,14.37659565,1.157656058
0.64,0.85,108.050995,2.03362877
0.65,0.85,11.57548169,1.063539072
0.66,0.85,0,#NAME?
0.67,0.85,0,#NAME?
0.68,0.85,16.20305685,1.209596956
0.69,0.85,491.6802546,2.691682768
0.7,0.85,23.37011618,1.368660871
0.71,0.85,0.502346549,-0.298996577
0.72,0.85,34.47308396,1.537480137
0.73,0.85,0.165639181,-0.780836925
0.74,0.85,417.3054403,2.620454047
0.75,0.85,12.87426498,1.109722443
0.76,0.85,20.27972335,1.307062026
0.77,0.85,1125.927857,3.051510564
0.78,0.85,1.432938248,0.156227475
0.79,0.85,67.53738912,1.829544268
0.8,0.85,301.8994982,2.479862391
0.81,0.85,0.859153194,-0.065929391
0.82,0.85,14.94658354,1.174541934
0.83,0.85,58.55731512,1.767581156
0.84,0.85,0.056393986,-1.248767207
0.85,0.85,58.92061079,1.77026724
0.86,0.85,91.07788574,1.95941294
0.87,0.85,0.828593147,-0.081658663
0.88,0.85,2.685415032,0.429011416
0.89,0.85,0,#NAME?
0.9,0.85,124.2931704,2.094447266
0.91,0.85,247.6836505,2.39389734
0.92,0.85,170571.024,5.231905257
0.93,0.85,115.3697963,2.062092126
0.94,0.85,6.49421077,0.81252638
0.95,0.85,325.8935589,2.513075777
0.96,0.85,70.17171532,1.846162093
0.97,0.85,21.57123198,1.333874949
0.98,0.85,0,#NAME?
0.99,0.85,202.0488238,2.305456327
1,0.85,43.29644398,1.636452228
0,0.86,1.027132138,0.011626318
0.01,0.86,0,#NAME?
0.02,0.86,0,#NAME?
0.03,0.86,1.354171069,0.131673531
0.04,0.86,7.860067003,0.895426248
0.05,0.86,0.797704432,-0.098157995
0.06,0.86,0.194983411,-0.710002337
0.07,0.86,0.931772583,-0.030690073
0.08,0.86,1.420024014,0.152295689
0.09,0.86,2.219653668,0.346285217
0.1,0.86,20.2168087,1.305712602
0.11,0.86,0,#NAME?
0.12,0.86,2.072190572,0.316429693
0.13,0.86,0.307099762,-0.51272052
0.14,0.86,0,#NAME?
0.15,0.86,0.489600096,-0.310158505
0.16,0.86,2.449443033,0.389067344
0.17,0.86,0,#NAME?
0.18,0.86,0,#NAME?
0.19,0.86,0,#NAME?
0.2,0.86,1.004117697,0.001784621
0.21,0.86,5.796697314,0.763180623
0.22,0.86,1.311991066,0.117930878
0.23,0.86,5.252673676,0.720380421
0.24,0.86,3.429798119,0.535268558
0.25,0.86,3.949474496,0.596539314
0.26,0.86,5.256927545,0.720731991
0.27,0.86,0.64873427,-0.18793316
0.28,0.86,0,#NAME?
0.29,0.86,6.65411955,0.823090599
0.3,0.86,0,#NAME?
0.31,0.86,4.175172706,0.620674445
0.32,0.86,16.28728584,1.211848718
0.33,0.86,3.672801363,0.564997441
0.34,0.86,4.002287174,0.602308247
0.35,0.86,2.060409782,0.313953603
0.36,0.86,13.10977161,1.117595126
0.37,0.86,4.555971605,0.658581009
0.38,0.86,0,#NAME?
0.39,0.86,5.962435195,0.775423672
0.4,0.86,1.247316294,0.095976596
0.41,0.86,7.018976546,0.846273791
0.42,0.86,40.40830862,1.606470672
0.43,0.86,1.30661878,0.116148896
0.44,0.86,0.589394802,-0.229593698
0.45,0.86,2.66179803,0.425175099
0.46,0.86,5.928213795,0.772923858
0.47,0.86,19.78624901,1.29636347
0.48,0.86,2.526989241,0.402603393
0.49,0.86,1.010051525,0.004343528
0.5,0.86,0,#NAME?
0.51,0.86,39.93864953,1.601393376
0.52,0.86,63.826584,1.805001602
0.53,0.86,55.46361956,1.744008208
0.54,0.86,0.480379599,-0.318415445
0.55,0.86,0,#NAME?
0.56,0.86,1.170465057,0.068358453
0.57,0.86,0.341382824,-0.466758333
0.58,0.86,39.10207299,1.592199782
0.59,0.86,5.879848623,0.769366145
0.6,0.86,0.541592617,-0.266327265
0.61,0.86,0,#NAME?
0.62,0.86,116.8020504,2.067450467
0.63,0.86,151.7142462,2.181026364
0.64,0.86,32.24331812,1.508439728
0.65,0.86,0,#NAME?
0.66,0.86,1.570124249,0.195934021
0.67,0.86,9.515660845,0.978438955
0.68,0.86,65.52415066,1.8164014
0.69,0.86,0,#NAME?
0.7,0.86,7.492824961,0.874645587
0.71,0.86,16.12068524,1.207383498
0.72,0.86,33.21916413,1.5213887
0.73,0.86,9.514451404,0.978383752
0.74,0.86,0,#NAME?
0.75,0.86,62.14428553,1.793401199
0.76,0.86,0,#NAME?
0.77,0.86,18.21926064,1.260530749
0.78,0.86,513.8608218,2.710845507
0.79,0.86,0,#NAME?
0.8,0.86,33.4000447,1.523747048
0.81,0.86,64.05294251,1.806539085
0.82,0.86,239.7752366,2.379804328
0.83,0.86,54.20619437,1.734048918
0.84,0.86,0,#NAME?
0.85,0.86,0,#NAME?
0.86,0.86,30.17635254,1.479666745
0.87,0.86,0,#NAME?
0.88,0.86,1028.373034,3.01215068
0.89,0.86,64.53882417,1.809821049
0.9,0.86,71.74778122,1.855808475
0.91,0.86,88.4338574,1.946618569
0.92,0.86,103.5273332,2.015055027
0.93,0.86,2963.694638,3.471833454
0.94,0.86,1030.651592,3.013111878
0.95,0.86,37.38694364,1.572719963
0.96,0.86,45.57711705,1.658746851
0.97,0.86,13.60096018,1.133569569
0.98,0.86,0,#NAME?
0.99,0.86,0,#NAME?
1,0.86,197.6133964,2.295816383
0,0.87,0,#NAME?
0.01,0.87,0.66335222,-0.178255813
0.02,0.87,0,#NAME?
0.03,0.87,0.162167356,-0.790036564
0.04,0.87,0,#NAME?
0.05,0.87,0.411084198,-0.386069217
0.06,0.87,0,#NAME?
0.07,0.87,0,#NAME?
0.08,0.87,0.658462061,-0.181469243
0.09,0.87,3.17788078,0.5021376
0.1,0.87,0.254119081,-0.594962725
0.11,0.87,11.81127148,1.072296652
0.12,0.87,2.609208642,0.416508808
0.13,0.87,0.25545312,-0.592688789
0.14,0.87,0.250247309,-0.601630584
0.15,0.87,0,#NAME?
0.16,0.87,2.895577378,0.461735175
0.17,0.87,2.040026378,0.309635783
0.18,0.87,0,#NAME?
0.19,0.87,1.881486511,0.274501109
0.2,0.87,0,#NAME?
0.21,0.87,0,#NAME?
0.22,0.87,6.068414736,0.783075254
0.23,0.87,4.679405083,0.670190642
0.24,0.87,0,#NAME?
0.25,0.87,0,#NAME?
0.26,0.87,0,#NAME?
0.27,0.87,7.774713273,0.890684381
0.28,0.87,0.395527432,-0.402823391
0.29,0.87,0,#NAME?
0.3,0.87,0,#NAME?
0.31,0.87,5.150149487,0.711819835
0.32,0.87,5.068850109,0.704909449
0.33,0.87,5.273087525,0.72206498
0.34,0.87,13.42511329,1.127917959
0.35,0.87,5.837425159,0.766221326
0.36,0.87,14.96466118,1.175066888
0.37,0.87,0.079174359,-1.101415442
0.38,0.87,3.60457448,0.556854004
0.39,0.87,5.390965944,0.731666588
0.4,0.87,6.426343708,0.80796395
0.41,0.87,0,#NAME?
0.42,0.87,5.675190374,0.753980434
0.43,0.87,12.07523904,1.081895737
0.44,0.87,7.136524963,0.853486789
0.45,0.87,3.680543628,0.56591197
0.46,0.87,124.2576215,2.094323036
0.47,0.87,0,#NAME?
0.48,0.87,36.68390859,1.564475603
0.49,0.87,0.094648976,-1.023884078
0.5,0.87,24.55346198,1.390112735
0.51,0.87,8.989805654,0.953750303
0.52,0.87,0.07381257,-1.131869675
0.53,0.87,174.8364421,2.24263196
0.54,0.87,20.8860323,1.319855945
0.55,0.87,1.388064809,0.142409744
0.56,0.87,0.32010648,-0.494705534
0.57,0.87,4.250015836,0.628390548
0.58,0.87,15.13645285,1.180024112
0.59,0.87,3.229899461,0.509189004
0.6,0.87,0.082508159,-1.083503104
0.61,0.87,12.90528994,1.110767766
0.62,0.87,1499.107475,3.17583277
0.63,0.87,5.291548174,0.723582754
0.64,0.87,16.5323017,1.218333322
0.65,0.87,8.57282341,0.933123878
0.66,0.87,5.640865149,0.751345718
0.67,0.87,28.74103562,1.458502413
0.68,0.87,41.84297438,1.621622549
0.69,0.87,0,#NAME?
0.7,0.87,0,#NAME?
0.71,0.87,0.354969148,-0.449809392
0.72,0.87,26.06627094,1.416078905
0.73,0.87,19.86546053,1.298098638
0.74,0.87,5.498607118,0.74025269
0.75,0.87,0,#NAME?
0.76,0.87,11.42025661,1.057675863
0.77,0.87,25.57177721,1.407760912
0.78,0.87,13.51337487,1.130763824
0.79,0.87,68.27181908,1.834241475
0.8,0.87,10.45414374,1.019288467
0.81,0.87,14.48369665,1.16087942
0.82,0.87,11.16274991,1.047771195
0.83,0.87,92.03776912,1.963966083
0.84,0.87,0,#NAME?
0.85,0.87,71.35229896,1.853407971
0.86,0.87,17.57865298,1.244985593
0.87,0.87,348.3091338,2.541964863
0.88,0.87,0,#NAME?
0.89,0.87,12.59291091,1.100126131
0.9,0.87,81.28963934,1.910035197
0.91,0.87,60.60369809,1.782499126
0.92,0.87,15.56350398,1.192107381
0.93,0.87,24.70301604,1.39274998
0.94,0.87,1.103900074,0.042929762
0.95,0.87,16.92680233,1.228574923
0.96,0.87,34.86660932,1.542409715
0.97,0.87,1727.346747,3.237379526
0.98,0.87,83.00339935,1.919095879
0.99,0.87,39.95343713,1.601554147
1,0.87,1351.760513,3.130899756
0,0.88,0,#NAME?
0.01,0.88,1.186868627,0.07440265
0.02,0.88,0,#NAME?
0.03,0.88,0,#NAME?
0.04,0.88,0,#NAME?
0.05,0.88,1.876466368,0.273340785
0.06,0.88,0,#NAME?
0.07,0.88,2.818064779,0.449950972
0.08,0.88,0,#NAME?
0.09,0.88,0.273093066,-0.563689327
0.1,0.88,0,#NAME?
0.11,0.88,2.329021705,0.367173536
0.12,0.88,0,#NAME?
0.13,0.88,0,#NAME?
0.14,0.88,0,#NAME?
0.15,0.88,0,#NAME?
0.16,0.88,3.096137648,0.49082026
0.17,0.88,1.629290812,0.211998608
0.18,0.88,0,#NAME?
0.19,0.88,0,#NAME?
0.2,0.88,0,#NAME?
0.21,0.88,7.824409317,0.893451562
0.22,0.88,2.516199322,0.400745041
0.23,0.88,0.105677584,-0.976017122
0.24,0.88,6.257206836,0.796380511
0.25,0.88,1.207133769,0.081755399
0.26,0.88,2.078064644,0.317659053
0.27,0.88,14.05792987,1.147921373
0.28,0.88,1.335447445,0.125626802
0.29,0.88,0,#NAME?
0.3,0.88,1.263249255,0.101489051
0.31,0.88,1.316921591,0.119559918
0.32,0.88,0.087776606,-1.056621218
0.33,0.88,9.103302414,0.95919897
0.34,0.88,12.45337248,1.095286978
0.35,0.88,0.802900663,-0.095338184
0.36,0.88,2.774002349,0.443106825
0.37,0.88,0.265449197,-0.576018585
0.38,0.88,12.82057607,1.10790754
0.39,0.88,0,#NAME?
0.4,0.88,4.002288428,0.602308383
0.41,0.88,10.33520832,1.014319235
0.42,0.88,3.422749944,0.534375172
0.43,0.88,9.581814399,0.981447754
0.44,0.88,0.223560333,-0.650605253
0.45,0.88,0,#NAME?
0.46,0.88,3.000136949,0.47714108
0.47,0.88,10.3876574,1.016517618
0.48,0.88,0,#NAME?
0.49,0.88,15.26218151,1.183616614
0.5,0.88,3.17992099,0.502416329
0.51,0.88,15.01659855,1.176571571
0.52,0.88,10.4975107,1.021086326
0.53,0.88,8.728377364,0.940933514
0.54,0.88,33.90046296,1.530205629
0.55,0.88,32.63049496,1.513623661
0.56,0.88,1.724323321,0.236618702
0.57,0.88,8.467142301,0.927736859
0.58,0.88,36.55983997,1.563004286
0.59,0.88,6.460761164,0.810283687
0.6,0.88,27.82937772,1.444503495
0.61,0.88,7.066275626,0.849190573
0.62,0.88,16.0715475,1.206057696
0.63,0.88,0.139074809,-0.856751528
0.64,0.88,0.47314327,-0.325007333
0.65,0.88,41.86059162,1.621805362
0.66,0.88,0,#NAME?
0.67,0.88,33.81083051,1.529055839
0.68,0.88,17.10720563,1.233179076
0.69,0.88,2020.299636,3.305415785
0.7,0.88,0.077275983,-1.111955464
0.71,0.88,200.1918191,2.301446326
0.72,0.88,0,#NAME?
0.73,0.88,237.3221218,2.375338223
0.74,0.88,2.193908191,0.34121845
0.75,0.88,1202.979028,3.080258056
0.76,0.88,14.34173697,1.156601753
0.77,0.88,9.881594133,0.994827012
0.78,0.88,53.56356376,1.728869464
0.79,0.88,0.213352884,-0.670901482
0.8,0.88,10.78980586,1.033013631
0.81,0.88,88.87155081,1.948762759
0.82,0.88,10.22903734,1.009834764
0.83,0.88,85.65096356,1.932732253
0.84,0.88,107.8601269,2.032860927
0.85,0.88,0.115207558,-0.938519027
0.86,0.88,31.45694635,1.497716562
0.87,0.88,24.59018344,1.390761768
0.88,0.88,19.92347787,1.299365152
0.89,0.88,1.085935738,0.035804126
0.9,0.88,1771.483792,3.248337183
0.91,0.88,215.6756014,2.333801018
0.92,0.88,2.340429813,0.369295622
0.93,0.88,89.76154754,1.953090331
0.94,0.88,0,#NAME?
0.95,0.88,15.55369312,1.191833526
0.96,0.88,26.82324775,1.428511361
0.97,0.88,157.3658293,2.196910435
0.98,0.88,139.1495886,2.143481927
0.99,0.88,0,#NAME?
1,0.88,0,#NAME?
0,0.89,0,#NAME?
0.01,0.89,0.660229832,-0.180304856
0.02,0.89,0,#NAME?
0.03,0.89,0.746203004,-0.127143007
0.04,0.89,1.183141247,0.073036595
0.05,0.89,1.129642088,0.052940865
0.06,0.89,0,#NAME?
0.07,0.89,0,#NAME?
0.08,0.89,2.272287341,0.356463249
0.09,0.89,0,#NAME?
0.1,0.89,0.142940125,-0.844845843
0.11,0.89,0,#NAME?
0.12,0.89,0.872625688,-0.059172007
0.13,0.89,1.351563019,0.1308363
0.14,0.89,0,#NAME?
0.15,0.89,0,#NAME?
0.16,0.89,0,#NAME?
0.17,0.89,0,#NAME?
0.18,0.89,2.857648782,0.456008851
0.19,0.89,0,#NAME?
0.2,0.89,0.254947734,-0.593548844
0.21,0.89,8.669911958,0.938014687
0.22,0.89,19.44100812,1.288718782
0.23,0.89,0,#NAME?
0.24,0.89,1.711221952,0.233306343
0.25,0.89,2.112820552,0.324862613
0.26,0.89,2.559980899,0.408236725
0.27,0.89,1.486453697,0.172151385
0.28,0.89,0.112830939,-0.947571796
0.29,0.89,22.86695993,1.359208431
0.3,0.89,1.208265894,0.082162517
0.31,0.89,0,#NAME?
0.32,0.89,3.144828709,0.497596996
0.33,0.89,0,#NAME?
0.34,0.89,8.404506636,0.924512224
0.35,0.89,2.866867033,0.457407551
0.36,0.89,0,#NAME?
0.37,0.89,0,#NAME?
0.38,0.89,0,#NAME?
0.39,0.89,9.300682904,0.968514838
0.4,0.89,12.65307833,1.102196197
0.41,0.89,15.10981519,1.179259152
0.42,0.89,3.146905617,0.497883718
0.43,0.89,0,#NAME?
0.44,0.89,15.20107283,1.18187424
0.45,0.89,0,#NAME?
0.46,0.89,0,#NAME?
0.47,0.89,3.437504275,0.536243247
0.48,0.89,1.743951106,0.241534305
0.49,0.89,0.264264759,-0.577960748
0.5,0.89,0,#NAME?
0.51,0.89,0,#NAME?
0.52,0.89,0.102923581,-0.987485112
0.53,0.89,2.725042917,0.435373346
0.54,0.89,4.108936091,0.613729386
0.55,0.89,4.796287474,0.680905205
0.56,0.89,65.20293087,1.814267118
0.57,0.89,10.58122199,1.024535826
0.58,0.89,6.454104188,0.809835972
0.59,0.89,0,#NAME?
0.6,0.89,0,#NAME?
0.61,0.89,8.199971392,0.913812337
0.62,0.89,15.46794857,1.189432719
0.63,0.89,0,#NAME?
0.64,0.89,2.7330132,0.436641729
0.65,0.89,46.06542797,1.66337511
0.66,0.89,76.41324421,1.883168639
0.67,0.89,20.25150434,1.306457289
0.68,0.89,50.82785381,1.706101772
0.69,0.89,17.13563769,1.233900271
0.7,0.89,10.66934415,1.028137724
0.71,0.89,79.49388346,1.900333714
0.72,0.89,17.74983541,1.24919433
0.73,0.89,8.274853867,0.917760333
0.74,0.89,1.966472604,0.2936879
0.75,0.89,16.96672917,1.229598127
0.76,0.89,0,#NAME?
0.77,0.89,0.436017341,-0.360496238
0.78,0.89,0.767294204,-0.115038083
0.79,0.89,6.70012141,0.826082672
0.8,0.89,1.552037533,0.19090222
0.81,0.89,0,#NAME?
0.82,0.89,1.503403717,0.17707562
0.83,0.89,0.057399121,-1.241094759
0.84,0.89,0.168042402,-0.774581119
0.85,0.89,18.46671365,1.266389615
0.86,0.89,19.6388441,1.293115923
0.87,0.89,0.265392319,-0.576111651
0.88,0.89,102.4889294,2.010676957
0.89,0.89,2408.09845,3.381674238
0.9,0.89,20.02813573,1.301640526
0.91,0.89,28.89711097,1.460854426
0.92,0.89,4.672163363,0.66951802
0.93,0.89,612.6188136,2.78719033
0.94,0.89,19.38740073,1.287519587
0.95,0.89,4101.617646,3.612955173
0.96,0.89,2421.74594,3.38412858
0.97,0.89,1.314947213,0.118908319
0.98,0.89,23.30542041,1.367456942
0.99,0.89,0,#NAME?
1,0.89,1205.867965,3.081299758
0,0.9,0,#NAME?
0.01,0.9,0.314974607,-0.501724458
0.02,0.9,20.29621257,1.307415003
0.03,0.9,1.314007863,0.118597964
0.04,0.9,0,#NAME?
0.05,0.9,0.301848301,-0.520211265
0.06,0.9,5.403944805,0.732710905
0.07,0.9,0,#NAME?
0.08,0.9,0.511342757,-0.291287891
0.09,0.9,0,#NAME?
0.1,0.9,0,#NAME?
0.11,0.9,0,#NAME?
0.12,0.9,0,#NAME?
0.13,0.9,0,#NAME?
0.14,0.9,0.564721731,-0.2481655
0.15,0.9,1.794246009,0.253881989
0.16,0.9,0,#NAME?
0.17,0.9,1.616703549,0.208630392
0.18,0.9,0,#NAME?
0.19,0.9,0.231895543,-0.634707598
0.2,0.9,1.016398947,0.007064206
0.21,0.9,0.136040506,-0.86633176
0.22,0.9,2.257439224,0.353616067
0.23,0.9,0.492004369,-0.308031041
0.24,0.9,0,#NAME?
0.25,0.9,0,#NAME?
0.26,0.9,0,#NAME?
0.27,0.9,0,#NAME?
0.28,0.9,4.283628522,0.631811802
0.29,0.9,22.52196082,1.352606199
0.3,0.9,0,#NAME?
0.31,0.9,0.700503637,-0.154589605
0.32,0.9,0,#NAME?
0.33,0.9,20.77533527,1.317548041
0.34,0.9,0,#NAME?
0.35,0.9,6.122960368,0.786961448
0.36,0.9,0.597022328,-0.224009427
0.37,0.9,3.746663742,0.573644718
0.38,0.9,0,#NAME?
0.39,0.9,40.01539113,1.602227066
0.4,0.9,2.336726504,0.368607885
0.41,0.9,4.602754885,0.663017848
0.42,0.9,0.741860567,-0.129677713
0.43,0.9,10.87312042,1.036354198
0.44,0.9,0,#NAME?
0.45,0.9,3.759567163,0.575137848
0.46,0.9,9.060134149,0.957134628
0.47,0.9,10.4329971,1.018409087
0.48,0.9,0,#NAME?
0.49,0.9,1.021267687,0.009139591
0.5,0.9,0.89755957,-0.046936718
0.51,0.9,2.994817318,0.476370336
0.52,0.9,10.55922968,1.023632236
0.53,0.9,108.9623954,2.037276642
0.54,0.9,0.763896395,-0.11696554
0.55,0.9,4.914329978,0.691464314
0.56,0.9,0,#NAME?
0.57,0.9,0.461431746,-0.33589253
0.58,0.9,10.67551422,1.028388803
0.59,0.9,0,#NAME?
0.6,0.9,11.6034685,1.064587828
0.61,0.9,39.71764781,1.59898352
0.62,0.9,212.9440249,2.328265459
0.63,0.9,26.94926534,1.43054693
0.64,0.9,30.44698299,1.483544265
0.65,0.9,7.992417562,0.902678165
0.66,0.9,2.155177699,0.333483084
0.67,0.9,0.143513011,-0.843108722
0.68,0.9,6.998749124,0.845020426
0.69,0.9,89.18141912,1.950274379
0.7,0.9,5.520040849,0.741942292
0.71,0.9,0,#NAME?
0.72,0.9,12.69439415,1.103611979
0.73,0.9,14.48982779,1.161063224
0.74,0.9,30.54690357,1.484967194
0.75,0.9,0.924174299,-0.034246113
0.76,0.9,20.86263467,1.319369153
0.77,0.9,11.28860682,1.052640347
0.78,0.9,0,#NAME?
0.79,0.9,38.21692732,1.582255766
0.8,0.9,17.91649926,1.253253156
0.81,0.9,0.99291911,-0.003086131
0.82,0.9,0,#NAME?
0.83,0.9,83.66961273,1.922567759
0.84,0.9,24.84729575,1.395279129
0.85,0.9,7.759995898,0.889861492
0.86,0.9,0.202219544,-0.694176872
0.87,0.9,77.85212891,1.891270493
0.88,0.9,0.888162254,-0.051507688
0.89,0.9,0,#NAME?
0.9,0.9,0,#NAME?
0.91,0.9,45.49662859,1.657979216
0.92,0.9,18.79343844,1.274006246
0.93,0.9,111.1172985,2.045781674
0.94,0.9,100.9540392,2.0041237
0.95,0.9,1.167039174,0.067085434
0.96,0.9,22.77804335,1.357516415
0.97,0.9,0,#NAME?
0.98,0.9,314.4095713,2.497495758
0.99,0.9,273.028374,2.436207783
1,0.9,0,#NAME?
0,0.91,0.961551888,-0.017027275
0.01,0.91,0,#NAME?
0.02,0.91,0,#NAME?
0.03,0.91,0.024486552,-1.611072369
0.04,0.91,0,#NAME?
0.05,0.91,1.295042213,0.112283925
0.06,0.91,0.261751789,-0.582110341
0.07,0.91,0,#NAME?
0.08,0.91,0,#NAME?
0.09,0.91,2.003126403,0.301708355
0.1,0.91,1.74697808,0.242287456
0.11,0.91,2.599509887,0.414891474
0.12,0.91,0,#NAME?
0.13,0.91,2.980784722,0.474330612
0.14,0.91,1.961851647,0.292666164
0.15,0.91,0.471390728,-0.326618964
0.16,0.91,0,#NAME?
0.17,0.91,1.474258558,0.168573657
0.18,0.91,0,#NAME?
0.19,0.91,0,#NAME?
0.2,0.91,3.298326896,0.518293696
0.21,0.91,5.008369006,0.699696319
0.22,0.91,0,#NAME?
0.23,0.91,0.828021511,-0.081958381
0.24,0.91,2.842298141,0.453669631
0.25,0.91,1.229198188,0.089621911
0.26,0.91,2.794870683,0.446361718
0.27,0.91,0,#NAME?
0.28,0.91,0,#NAME?
0.29,0.91,1.255653363,0.098869764
0.3,0.91,21.54590269,1.333364694
0.31,0.91,0,#NAME?
0.32,0.91,0.432416223,-0.364098021
0.33,0.91,13.48464625,1.129839558
0.34,0.91,3.543339161,0.549412724
0.35,0.91,4.863662257,0.686963409
0.36,0.91,1.426823224,0.15437017
